SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER,TS%,eFG%,3PAr,FTr,PProd,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/40,OBPM,DBPM,BPM,PLAYER,SPORTS_REF_ID
2010-11,Virginia,ACC,31,25,910,16.7,0.57,0.545,0.609,0.227,298,4.6,14,9.2,10.3,1.9,1.5,14.7,20.8,1.5,1.2,2.7,0.119,4.1,1.6,5.7,Joe Harris,joe-harris--1
2011-12,Virginia,ACC,32,31,969,18,0.57,0.531,0.471,0.336,340,4.1,13.2,8.7,13,1.6,1.5,12.6,21.8,2.2,2.1,4.3,0.177,4,2.8,6.8,Joe Harris,joe-harris--1
2012-13,Virginia,ACC,35,35,1139,22.9,0.595,0.563,0.444,0.368,510,3.5,13.1,8.3,16.1,1.8,1.8,12.7,27.7,3.6,2.2,5.8,0.203,6.8,1.7,8.5,Joe Harris,joe-harris--1
2013-14,Virginia,ACC,37,37,1066,18.7,0.565,0.547,0.533,0.337,407,2.7,9.8,6.3,18.1,2.2,0.9,10.9,23.3,2.6,2.4,5,0.187,6.3,3.3,9.6,Joe Harris,joe-harris--1
Career,Virginia,,135,128,4084,19.3,0.577,0.548,0.506,0.324,1555,3.7,12.4,8.1,14.6,1.9,1.4,12.6,23.6,10,7.8,17.8,0.174,5.4,2.4,7.8,Joe Harris,joe-harris--1
1999-00,Arkansas,SEC,23,14,732,,0.542,0.51,0.252,0.262,,,,,,,,15.4,,1.6,1.7,3.3,0.178,,,,Joe Johnson,joe-johnson-1
2000-01,Arkansas,SEC,30,27,873,,0.549,0.519,0.228,0.263,,,,,,,,15.2,,1.8,2.3,4.1,0.186,,,,Joe Johnson,joe-johnson-1
Career,Arkansas,,53,41,1605,,0.545,0.515,0.239,0.262,,,,,,,,15.3,,3.3,4,7.3,0.182,,,,Joe Johnson,joe-johnson-1
1993-94,Maryland,ACC,30,30,988,,0.578,0.524,0.013,0.58,,,,,,,,10.5,,,,,,,,,Joe Smith,joe-smith-1
1994-95,Maryland,ACC,34,34,1110,,0.634,0.588,0.05,0.665,,,,,,,,11.4,,,,,,,,,Joe Smith,joe-smith-1
Career,Maryland,,64,64,2098,,0.608,0.557,0.032,0.624,,,,,,,,11,,,,,,,,,Joe Smith,joe-smith-1
2011-12,Houston,CUSA,30,16,904,15.6,0.538,0.51,0.491,0.167,325,2.9,11.2,7.1,15.1,1.7,0.6,14.6,20.6,1.7,0.5,2.3,0.101,2.6,-2,0.7,Joe Young,joseph-young-1
2012-13,Houston,CUSA,32,30,1048,23.1,0.6,0.54,0.389,0.396,517,2,10.3,6.2,15.2,1,0,7.9,24.3,4.4,0.6,5,0.191,6,-4.1,1.9,Joe Young,joseph-young-1
2013-14,Oregon,Pac-12,34,34,1059,25.6,0.627,0.569,0.427,0.41,572,3.1,7.8,5.5,13.1,2.4,0.1,7.1,26,4.7,0.9,5.6,0.212,9,-0.2,8.8,Joe Young,joseph-young-1
2014-15,Oregon,Pac-12,36,35,1322,23.2,0.568,0.524,0.431,0.226,701,1.7,11.6,6.9,21.3,1.8,0.1,11.7,28.7,4.4,1.2,5.6,0.17,6.7,-0.7,6.1,Joe Young,joseph-young-1
Career,Overall,,132,115,4333,22.2,0.586,0.537,0.43,0.302,2116,2.4,10.3,6.4,16.5,1.7,0.2,10.1,25.3,15.3,3.2,18.5,0.171,6.2,-1.7,4.6,Joe Young,joseph-young-1
2004-05,UNLV,MWC,31,3,423,,0.502,0.5,0,0.659,,,,,,,,16,,0.1,1.2,1.3,0.12,,,,Joel Anthony,joel-anthony-1
2006-07,UNLV,MWC,37,6,669,,0.603,0.597,0,0.396,,,,,,,,15.9,,1.2,3.5,4.7,0.283,,,,Joel Anthony,joel-anthony-1
Career,UNLV,,68,9,1092,,0.576,0.573,0,0.461,,,,,,,,15.9,,1.3,4.7,6,0.22,,,,Joel Anthony,joel-anthony-1
2012-13,Weber State,Big Sky,37,0,802,21.4,0.623,0.578,0,0.871,282,15.3,25.5,20.8,3.6,1.1,7.4,21.8,17.8,2,2,4,0.198,-0.6,3.7,3.1,Joel Bolomboy,joel-bolomboy-1
2013-14,Weber State,Big Sky,30,28,903,18.8,0.564,0.491,0.006,0.759,300,16.3,27.9,22.6,3.8,1,2.6,16,16.8,1.9,1.8,3.7,0.164,-1.5,0.3,-1.1,Joel Bolomboy,joel-bolomboy-1
2014-15,Weber State,Big Sky,30,29,997,21.3,0.561,0.5,0.148,0.599,403,13.3,23.7,18.7,6.3,1.2,5.1,18.4,23.6,1.9,1.4,3.3,0.134,-1.5,0.7,-0.8,Joel Bolomboy,joel-bolomboy-1
2015-16,Weber State,Big Sky,33,33,1041,29.1,0.634,0.602,0.163,0.677,552,13.1,31.3,23,7.4,1.3,3.6,14.9,26.1,3.8,2.7,6.5,0.248,1.5,2.1,3.5,Joel Bolomboy,joel-bolomboy-1
Career,Weber State,,130,90,3743,22.9,0.598,0.548,0.104,0.699,1537,14.4,27.2,21.3,5.4,1.2,4.6,17.3,21.4,9.6,7.8,17.5,0.187,-0.5,1.6,1.2,Joel Bolomboy,joel-bolomboy-1
2013-14,Kansas,Big 12,28,20,647,28.2,0.655,0.629,0.029,0.836,307,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,1.8,1.7,3.4,0.213,4.7,10.2,14.9,Joel Embiid,joel-embiid-1
Career,Kansas,,28,20,647,28.2,0.655,0.629,0.029,0.836,307,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,1.8,1.7,3.4,0.213,4.7,10.2,14.9,Joel Embiid,joel-embiid-1
1998-99,Minnesota,Big Ten,28,,713,,0.567,0.56,0,0.369,,,,,,,,27.9,,1.1,2.2,3.3,0.182,,,,Joel Przybilla,joel-przybilla-1
1999-00,Minnesota,Big Ten,21,,638,,0.594,0.613,0,0.558,,,,,,,,23.4,,1.9,1.3,3.2,0.199,,,,Joel Przybilla,joel-przybilla-1
Career,Minnesota,,49,,1351,,0.583,0.591,0,0.479,,,,,,,,25.2,,3,3.4,6.4,0.19,,,,Joel Przybilla,joel-przybilla-1
2004-05,Memphis,CUSA,37,7,557,,0.521,0.546,0,0.765,,,,,,,,23.2,,0.5,2.5,3,0.215,,,,Joey Dorsey,joey-dorsey-1
2005-06,Memphis,CUSA,37,35,782,,0.58,0.631,0,0.637,,,,,,,,16.4,,1.4,4.2,5.6,0.285,,,,Joey Dorsey,joey-dorsey-1
2006-07,Memphis,CUSA,37,37,934,,0.581,0.614,0,0.772,,,,20.1,2.5,,6.4,19,16.5,1.7,6.2,7.8,0.335,,,,Joey Dorsey,joey-dorsey-1
2007-08,Memphis,CUSA,38,33,958,,0.584,0.647,0,0.713,,,,20.3,3.5,,5.4,15.5,13.1,1.4,6,7.5,0.311,,,,Joey Dorsey,joey-dorsey-1
Career,Memphis,,149,112,3231,,0.571,0.614,0,0.72,,,,20.2,3,,5.9,18.3,14.8,5,18.9,23.8,0.295,,,,Joey Dorsey,joey-dorsey-1
2000-01,UCF,TAAC,31,20,632,,0.567,0.503,0.271,0.427,,,,,,,,18.1,,1.3,0.6,1.9,0.122,,,,Joey Graham,joey-graham-1
2001-02,UCF,A-Sun,29,29,832,,0.596,0.548,0.198,0.487,,,,,,,,16.9,,2.3,1.2,3.5,0.17,,,,Joey Graham,joey-graham-1
2003-04,Oklahoma State,Big 12,35,27,864,,0.621,0.599,0.098,0.37,,,,,,,,17.5,,3.1,1.7,4.8,0.222,,,,Joey Graham,joey-graham-1
2004-05,Oklahoma State,Big 12,33,33,1009,,0.63,0.563,0.145,0.466,,,,12.8,13.5,,0.4,15.9,27.7,4.3,1.6,5.8,0.232,,,,Joey Graham,joey-graham-1
Career,Overall,,128,109,3337,,0.609,0.559,0.166,0.439,,,,12.8,13.5,,0.4,16.9,27.7,11,5.1,16.1,0.193,,,,Joey Graham,joey-graham-1
2015-16,Wake Forest,ACC,31,1,446,21.8,0.589,0.547,0,0.635,210,12.7,16.7,14.7,3.5,1.1,5,13.9,23.9,1.1,0.4,1.5,0.135,0.8,0.7,1.5,John Collins,john-collins-1
2016-17,Wake Forest,ACC,33,33,878,35.9,0.658,0.622,0.003,0.585,579,16.4,25.6,21.1,4.5,1.3,6.6,11.1,29.9,4.6,1,5.6,0.256,6.6,1.3,7.9,John Collins,john-collins-1
Career,Wake Forest,,64,34,1324,31.2,0.638,0.601,0.002,0.599,789,15.2,22.6,18.9,4.1,1.3,6,11.9,27.8,5.7,1.4,7.1,0.215,4.6,1.1,5.7,John Collins,john-collins-1
2000-01,Kent State,MAC,32,0,218,,0.443,0.431,0,0.517,,,,,,,,14.2,,-0.1,1.9,1.8,0.328,,,,John Edwards,john-edwards-1
2001-02,Kent State,MAC,35,6,422,,0.619,0.605,0,0.457,,,,10,0.8,,4.3,11.7,13.5,0.9,2,2.8,0.266,,,,John Edwards,john-edwards-1
2002-03,Kent State,MAC,31,3,521,,0.649,0.633,0,0.354,,,,,,,,15.7,,1.7,1.5,3.2,0.246,,,,John Edwards,john-edwards-1
2003-04,Kent State,MAC,30,31,775,,0.558,0.529,0,0.404,,,,,,,,15.3,,1.9,3.9,5.7,0.296,,,,John Edwards,john-edwards-1
Career,Kent State,,128,40,1936,,0.577,0.556,0,0.41,,,,10,0.8,,4.3,14.8,13.5,4.3,9.2,13.5,0.28,,,,John Edwards,john-edwards-1
2009-10,UNC,ACC,37,12,586,20.3,0.491,0.497,0.099,0.403,211,10.7,17.9,14.4,11,2.5,9.5,17.3,20.3,0.5,1.2,1.8,0.12,,,,John Henson,john-henson-1
2010-11,UNC,ACC,37,36,989,23.6,0.502,0.501,0.016,0.387,417,12.7,25.3,19.2,5.8,1.2,11.6,15,23.6,1.3,2.7,4,0.162,0.1,9.2,9.3,John Henson,john-henson-1
2011-12,UNC,ACC,35,34,1019,24.7,0.505,0.5,0,0.329,439,9,27.1,17.9,8,1.1,9.6,8.7,23.1,2.3,2.7,5,0.195,1.6,8,9.6,John Henson,john-henson-1
Career,UNC,,109,82,2594,23.3,0.501,0.5,0.025,0.365,1067,10.8,24.4,17.6,7.8,1.5,10.3,12.9,22.7,4.1,6.7,10.7,0.166,0.9,8.6,9.5,John Henson,john-henson-1
2007-08,Boston University,AEC,30,18,772,,0.534,0.509,0.431,0.354,,,,,,,,14,,1.3,1.6,2.8,0.147,,,,John Holland,john-holland-1
2008-09,Boston University,AEC,30,29,1065,,0.595,0.564,0.506,0.303,,,,,,,,10.2,,3.5,1.5,5,0.188,,,,John Holland,john-holland-1
2009-10,Boston University,AEC,35,29,1205,23.7,0.59,0.524,0.359,0.459,607,5.2,13.9,9.6,7.4,2.7,0.9,11.2,26.1,4.1,2.1,6.2,0.205,,,,John Holland,john-holland-1
2010-11,Boston University,AEC,34,32,1153,24.5,0.527,0.458,0.437,0.38,598,4.4,14.6,9.6,13.1,2.6,1.1,10.5,32.4,3.6,1.7,5.3,0.185,3.8,-1.2,2.6,John Holland,john-holland-1
Career,Boston University,,129,108,4195,24.1,0.562,0.51,0.431,0.38,1205,4.8,14.3,9.6,10.2,2.6,1,11.2,29.2,12.5,6.8,19.3,0.184,3.8,-1.2,2.6,John Holland,john-holland-1
2009-10,Vanderbilt,SEC,31,7,716,19.9,0.646,0.622,0.639,0.258,283,1.4,8.8,5.4,8.4,1.1,0.7,8.1,19.6,2.5,0.8,3.3,0.183,,,,John Jenkins,john-jenkins-1
2010-11,Vanderbilt,SEC,32,32,1105,23.5,0.64,0.584,0.596,0.392,527,1.9,7.4,4.9,7.9,1.3,1,9.6,24.9,4.6,1.1,5.7,0.205,8.8,-0.7,8.1,John Jenkins,john-jenkins-1
2011-12,Vanderbilt,SEC,35,35,1177,26,0.656,0.62,0.666,0.334,579,1.7,9.1,5.4,8.4,1.5,1,9.4,26.2,5.4,1.1,6.5,0.223,10.3,-0.6,9.7,John Jenkins,john-jenkins-1
Career,Vanderbilt,,98,74,2998,23.6,0.648,0.607,0.634,0.339,1389,1.7,8.4,5.2,8.2,1.3,0.9,9.2,24.2,12.5,3,15.5,0.206,9.6,-0.6,8.9,John Jenkins,john-jenkins-1
2001-02,Baylor,Big 12,30,27,1006,,0.549,0.523,0.479,0.191,,,,,,,,14.3,,1.7,0.8,2.5,0.099,,,,John Lucas III,john-lucas-2
2002-03,Baylor,Big 12,28,25,982,,0.546,0.511,0.487,0.2,,,,3.7,27.6,,0,13.9,20.3,1.7,0.9,2.6,0.105,,,,John Lucas III,john-lucas-2
2003-04,Oklahoma State,Big 12,35,35,1199,,0.588,0.549,0.478,0.241,,,,,,,,12.7,,3.3,1.6,4.8,0.161,,,,John Lucas III,john-lucas-2
2004-05,Oklahoma State,Big 12,33,33,1192,,0.594,0.562,0.513,0.186,,,,4.4,21.8,,0.1,9.7,23.2,3.6,1.1,4.7,0.157,,,,John Lucas III,john-lucas-2
Career,Overall,,126,120,4379,,0.572,0.539,0.491,0.205,,,,4.1,24.4,,0,12.4,21.9,10.2,4.4,14.6,0.134,,,,John Lucas III,john-lucas-2
1998-99,Miami (FL),Big East,29,,705,,0.551,0.52,0.323,0.315,,,,,,,,26.3,,0.8,1.5,2.3,0.131,,,,John Salmons,john-salmons-1
1999-00,Miami (FL),Big East,34,,1104,,0.564,0.515,0.354,0.383,,,,,,,,19.1,,1.8,2.8,4.7,0.169,,,,John Salmons,john-salmons-1
2000-01,Miami (FL),Big East,29,29,928,,0.566,0.517,0.246,0.384,,,,,,,,19.5,,2.1,2.3,4.4,0.19,,,,John Salmons,john-salmons-1
2001-02,Miami (FL),Big East,32,32,1077,,0.572,0.498,0.239,0.492,,,,9.6,36.1,,1.3,24.5,21.8,2.4,2.5,4.9,0.182,,,,John Salmons,john-salmons-1
Career,Miami (FL),,124,61,3814,,0.566,0.511,0.281,0.408,,,,9.6,36.1,,1.3,22,21.8,7.1,9.2,16.3,0.171,,,,John Salmons,john-salmons-1
1993-94,Minnesota,Big Ten,26,,254,,0.395,0.386,0,0.329,,,,,,,,13.8,,,,,,,,,John Thomas,john-thomas-1
1994-95,Minnesota,Big Ten,31,,639,,0.483,0.467,0,0.431,,,,,,,,20.9,,,,,,,,,John Thomas,john-thomas-1
1995-96,Minnesota,Big Ten,32,,845,,0.494,0.48,0,0.575,,,,,,,,17.8,,0.5,2.2,2.7,0.128,,,,John Thomas,john-thomas-1
1996-97,Minnesota,Big Ten,35,,834,,0.582,0.576,0.005,0.53,,,,,,,,16.6,,1.9,4.4,6.3,0.304,,,,John Thomas,john-thomas-1
Career,Minnesota,,124,,2572,,0.509,0.496,0.001,0.496,,,,,,,,17.9,,2.4,6.6,9,0.141,,,,John Thomas,john-thomas-1
2009-10,Kentucky,SEC,37,37,1288,,0.562,0.503,0.26,0.53,669,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,3.7,2.6,6.3,0.196,,,,John Wall,john-wall-1
Career,Kentucky,,37,37,1288,,0.562,0.503,0.26,0.53,669,2.7,10.1,6.6,34.8,2.9,1.5,21.4,25.7,3.7,2.6,6.3,0.196,,,,John Wall,john-wall-1
2014-15,Baylor,Big 12,34,34,730,14.6,0.46,0.423,0.063,0.4,257,12,10.5,11.3,6.9,1.2,7.3,16.1,24.1,0.6,1.3,1.9,0.101,-1,4.7,3.7,Johnathan Motley,johnathan-motley-1
2015-16,Baylor,Big 12,34,9,711,25.4,0.619,0.614,0.008,0.47,332,13,16.7,14.8,9.1,1.5,6.3,14.1,24.6,2.2,1,3.2,0.18,5.1,3.5,8.6,Johnathan Motley,johnathan-motley-1
2016-17,Baylor,Big 12,34,34,1036,26.7,0.565,0.531,0.076,0.422,576,15.2,23,19.2,17.3,0.7,3.9,16.1,30.6,3.3,2.1,5.4,0.208,5.1,4.8,9.9,Johnathan Motley,johnathan-motley-1
Career,Baylor,,102,77,2477,22.8,0.553,0.525,0.054,0.429,1165,13.6,17.5,15.6,11.9,1.1,5.6,15.6,27,6.1,4.4,10.4,0.169,3.3,4.4,7.7,Johnathan Motley,johnathan-motley-1
2014-15,VCU,A-10,35,1,361,7.7,0.389,0.35,0.038,0.638,95,0.6,6.1,3.1,24,3.8,0.3,21.8,18.8,-0.3,0.6,0.3,0.031,-4.4,1.1,-3.4,Johnathan Williams,jonathan-williams-3
2015-16,VCU,A-10,32,11,456,11.7,0.5,0.467,0.095,0.381,135,1.2,9.2,5,20.4,3,0,19.5,16.4,0.3,0.8,1.1,0.099,-0.9,2.4,1.5,Johnathan Williams,jonathan-williams-3
2016-17,VCU,A-10,34,18,819,13.8,0.495,0.451,0.069,0.343,294,0.7,10.1,5.4,24.1,1.5,0.8,14.4,20.3,0.9,1.3,2.2,0.109,-0.5,1.3,0.8,Johnathan Williams,jonathan-williams-3
2017-18,VCU,A-10,32,32,937,15.9,0.519,0.438,0.252,0.553,366,1.1,8.6,4.8,32.8,2.6,0.5,19.5,18.5,1.6,1,2.7,0.114,1.1,0.4,1.4,Johnathan Williams,jonathan-williams-3
Career,VCU,,133,62,2573,13.3,0.49,0.437,0.133,0.457,890,0.9,8.8,4.8,26.6,2.5,0.5,18.1,18.8,2.6,3.7,6.3,0.098,-0.6,1.1,0.6,Johnathan Williams,jonathan-williams-3
2011-12,LSU,SEC,28,17,600,15.2,0.443,0.404,0.053,0.386,240,15.3,22.2,18.4,4.2,1.5,3.8,19.7,28.3,-0.2,1.1,0.9,0.061,-4.1,1.4,-2.7,Johnny O'Bryant,johnny-obryant-1
2012-13,LSU,SEC,29,27,845,18.3,0.509,0.484,0.038,0.442,386,11.4,23.2,17,13.1,1,2.4,19.4,27.7,0.9,1.2,2.2,0.103,-1,1,0,Johnny O'Bryant,johnny-obryant-1
2013-14,LSU,SEC,34,34,1020,18.7,0.526,0.495,0.007,0.455,507,10.8,16.6,13.7,11.5,1,2.9,17.8,28.5,1.2,1.5,2.7,0.106,0,1.2,1.2,Johnny O'Bryant,johnny-obryant-1
Career,LSU,,91,78,2465,17.7,0.501,0.47,0.028,0.434,1133,12.1,20.2,16,10.2,1.1,3,18.8,28.2,1.9,3.9,5.8,0.094,-1.3,1.2,-0.2,Johnny O'Bryant,johnny-obryant-1
1987-88,Pacific,PCAA,29,25,809,,0.454,0.413,0.219,0.264,,,,,,,,22.7,,,,,,,,,Jon Barry,jon-barry-1
1990-91,Georgia Tech,ACC,30,30,1088,,0.554,0.54,0.516,0.138,,,,,,,,13.6,,,,,,,,,Jon Barry,jon-barry-1
1991-92,Georgia Tech,ACC,35,35,1231,,0.561,0.535,0.566,0.31,,,,,,,,18.3,,,,,,,,,Jon Barry,jon-barry-1
Career,Overall,,94,90,3128,,0.533,0.508,0.467,0.238,,,,,,,,17.9,,,,,,,,,Jon Barry,jon-barry-1
2005-06,Washington,Pac-10,33,32,794,,0.541,0.518,0,0.308,,,,16,5.2,,0.3,15.2,17.6,1,1.8,2.8,0.143,,,,Jon Brockman,jon-brockman-1
2006-07,Washington,Pac-10,32,32,921,,0.578,0.55,0,0.491,,,,20,7.5,,0.3,17.6,24.5,2.2,1.5,3.8,0.164,,,,Jon Brockman,jon-brockman-1
2007-08,Washington,Pac-10,32,31,1009,,0.538,0.536,0,0.41,,,,,,,,12.6,,2,2.5,4.5,0.178,,,,Jon Brockman,jon-brockman-1
2008-09,Washington,Pac-10,34,34,1036,,0.557,0.526,0.003,0.546,,,,,,,,12.5,,2.3,2.8,5.1,0.197,,,,Jon Brockman,jon-brockman-1
Career,Washington,,131,129,3760,,0.553,0.534,0.001,0.448,,,,18.1,6.4,,0.3,14.2,21.3,7.5,8.7,16.2,0.172,,,,Jon Brockman,jon-brockman-1
2007-08,Wisconsin,Big Ten,32,0,276,,0.548,0.556,0.361,0.403,,,,8.8,9.4,,0.8,18.9,20.7,0.4,0.6,1.1,0.156,,,,Jon Leuer,jon-leuer-1
2008-09,Wisconsin,Big Ten,33,12,704,,0.516,0.498,0.219,0.308,,,,12.2,10.3,,2.7,13.5,27.2,0.9,1.8,2.8,0.157,,,,Jon Leuer,jon-leuer-1
2009-10,Wisconsin,Big Ten,24,22,691,30,0.584,0.555,0.169,0.342,332,6.4,20,13,14.9,1.3,5.2,7.1,28.4,2.9,1.5,4.4,0.253,,,,Jon Leuer,jon-leuer-1
2010-11,Wisconsin,Big Ten,34,34,1139,28.7,0.568,0.526,0.302,0.277,558,6.3,22.6,14.1,12.8,1,3.1,9,31.1,4.6,1.7,6.3,0.221,6.3,1.9,8.3,Jon Leuer,jon-leuer-1
Career,Wisconsin,,123,68,2810,29.2,0.559,0.529,0.253,0.309,891,6.3,21.6,12.8,12.4,1.1,3.3,10.3,28.4,8.9,5.6,14.5,0.207,6.3,1.9,8.3,Jon Leuer,jon-leuer-1
2015-16,UCLA,Pac-12,31,11,672,12.4,0.499,0.451,0.293,0.366,156,5.8,17.5,11.8,7.8,1.7,4.2,15.3,12.1,0.6,0.9,1.4,0.086,0.5,4.9,5.4,Jonah Bolden,jonah-bolden-1
Career,UCLA,,31,11,672,12.4,0.499,0.451,0.293,0.366,156,5.8,17.5,11.8,7.8,1.7,4.2,15.3,12.1,0.6,0.9,1.4,0.086,0.5,4.9,5.4,Jonah Bolden,jonah-bolden-1
2006-07,New Mexico State,WAC,31,2,226,,0.456,0.405,0.473,0.419,,,,5,17.6,,0,20.6,23.1,-0.1,0.2,0.1,0.026,,,,Jonathan Gibson,jonathan-gibson-1
2007-08,New Mexico State,WAC,35,32,944,,0.578,0.566,0.531,0.117,,,,4.4,10.5,,0.1,13.8,20.6,2.1,1,3.1,0.133,,,,Jonathan Gibson,jonathan-gibson-1
2008-09,New Mexico State,WAC,31,30,934,,0.545,0.519,0.48,0.311,,,,,,,,13.2,,1.7,0.5,2.3,0.097,,,,Jonathan Gibson,jonathan-gibson-1
2009-10,New Mexico State,WAC,34,32,1109,,0.602,0.567,0.592,0.254,543,1.7,7.7,4.8,17.2,2.4,0.2,12.9,24.9,3.5,0.5,4,0.144,,,,Jonathan Gibson,jonathan-gibson-1
Career,New Mexico State,,131,96,3213,,0.569,0.543,0.535,0.241,543,1.7,7.7,4.7,14.5,2.4,0.1,13.8,22.9,7.3,2.2,9.5,0.119,,,,Jonathan Gibson,jonathan-gibson-1
2016-17,Florida State,ACC,32,32,839,24.6,0.614,0.568,0.348,0.461,364,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,4.7,6.2,10.9,Jonathan Isaac,jonathan-isaac-1
Career,Florida State,,32,32,839,24.6,0.614,0.568,0.348,0.461,364,7.7,25.1,16.7,7.5,2.4,6.2,13.3,20.3,2.4,1.9,4.3,0.205,4.7,6.2,10.9,Jonathan Isaac,jonathan-isaac-1
2011-12,Houston,CUSA,30,29,902,19.5,0.599,0.565,0.276,0.468,415,5.6,13.9,9.8,14.9,1.4,1.2,21.4,26.1,2,0.6,2.6,0.115,2.7,-1.7,1,Jonathon Simmons,jonathon-simmons-1
Career,Houston,,30,29,902,19.5,0.599,0.565,0.276,0.468,415,5.6,13.9,9.8,14.9,1.4,1.2,21.4,26.1,2,0.6,2.6,0.115,2.7,-1.7,1,Jonathon Simmons,jonathon-simmons-1
2007-08,Syracuse,Big East,35,35,1243,,0.567,0.526,0.387,0.341,,,,4.1,26.8,,0.3,16.4,21.5,2.6,1.2,3.7,0.12,,,,Jonny Flynn,jonny-flynn-1
2008-09,Syracuse,Big East,38,38,1418,,0.567,0.507,0.298,0.481,,,,,,,,18.1,,3.3,1.5,4.9,0.137,,,,Jonny Flynn,jonny-flynn-1
Career,Syracuse,,73,73,2661,,0.567,0.516,0.34,0.416,,,,4.1,26.8,,0.3,17.3,21.5,5.9,2.7,8.6,0.129,,,,Jonny Flynn,jonny-flynn-1
2012-13,UCLA,Pac-12,33,27,999,23.7,0.572,0.509,0.407,0.415,447,2.4,12.2,7.2,11.3,4.2,1.1,8.3,24,3.2,1.6,4.8,0.191,7.2,2.6,9.8,Jordan Adams,jordan-adams-1
2013-14,UCLA,Pac-12,36,36,1082,28.3,0.603,0.545,0.34,0.441,594,7.5,13.1,10.4,14.7,5,0.6,9.4,26.5,4.2,2.2,6.4,0.237,8.7,3.3,12,Jordan Adams,jordan-adams-1
Career,UCLA,,69,63,2081,26.1,0.589,0.529,0.371,0.429,1041,5,12.6,8.9,13.1,4.6,0.8,8.9,25.3,7.4,3.8,11.2,0.215,7.9,3,10.9,Jordan Adams,jordan-adams-1
2014-15,Oregon,Pac-12,35,20,831,19.2,0.594,0.597,0,0.151,205,9.6,19.3,14.7,9.8,2,11.5,19.8,11.5,1.3,1.6,2.9,0.139,1.6,9.3,11,Jordan Bell,jordan-bell-1
2015-16,Oregon,Pac-12,31,4,636,20,0.572,0.576,0.013,0.342,215,8.6,20.7,14.8,11.1,3.1,8.6,21.4,18.1,0.8,1.5,2.3,0.143,1,8.4,9.4,Jordan Bell,jordan-bell-1
2016-17,Oregon,Pac-12,39,38,1124,26.4,0.658,0.641,0.052,0.435,445,12.2,22.4,17.6,11.4,2.5,8.5,18.8,18,3.2,3,6.2,0.222,4.6,9,13.6,Jordan Bell,jordan-bell-1
Career,Oregon,,105,62,2591,22.5,0.619,0.612,0.028,0.339,864,10.5,21,16,10.8,2.5,9.5,19.8,15.9,5.3,6.1,11.4,0.176,2.8,8.9,11.7,Jordan Bell,jordan-bell-1
2010-11,Tulsa,CUSA,27,9,672,15,0.551,0.478,0.295,0.54,294,2,7.8,4.9,17.8,1.8,0.5,21.7,27.6,0.9,0.7,1.6,0.093,0.2,-0.6,-0.4,Jordan Clarkson,jordan-clarkson-1
2011-12,Tulsa,CUSA,31,31,1052,20.4,0.549,0.491,0.299,0.445,490,4.2,10.6,7.4,18.9,1.7,1.7,15.1,27.9,2.8,1.3,4.1,0.157,3.9,0,3.9,Jordan Clarkson,jordan-clarkson-1
2013-14,Missouri,SEC,35,35,1228,20.2,0.547,0.482,0.244,0.418,605,2.9,9.3,6.4,23.3,1.9,0.6,14.3,27.9,3.2,1.2,4.4,0.142,3.8,0.2,4,Jordan Clarkson,jordan-clarkson-1
Career,Overall,,93,75,2952,19.1,0.548,0.484,0.274,0.453,1390,3.2,9.4,6.4,20.5,1.8,1,16.3,27.8,6.9,3.2,10.1,0.136,3,0,3,Jordan Clarkson,jordan-clarkson-1
2007-08,Indiana,Big Ten,30,8,758,,0.533,0.502,0.337,0.259,,,,7.8,18.7,,0.6,17.5,22.2,1,1.2,2.2,0.119,,,,Jordan Crawford,jordan-crawford-1
2009-10,Xavier,A-10,35,34,1147,,0.564,0.532,0.359,0.274,654,3.4,12,7.9,20.1,2.4,0.6,11.8,30.8,4.1,1.8,5.9,0.207,,,,Jordan Crawford,jordan-crawford-1
Career,Overall,,65,42,1905,,0.555,0.523,0.352,0.269,654,3.4,12,7.9,19.5,2.4,0.6,13.6,27.4,5.1,3,8.2,0.172,,,,Jordan Crawford,jordan-crawford-1
2004-05,UCLA,Pac-10,29,29,997,,0.537,0.469,0.349,0.466,,,,5.9,29.7,,0.2,24.1,22.9,1.5,1,2.6,0.103,,,,Jordan Farmar,jordan-farmar-1
2005-06,UCLA,Pac-10,37,37,1125,,0.518,0.485,0.45,0.302,,,,5.4,37.6,,0.6,21.9,29.4,1.7,2.2,3.9,0.139,,,,Jordan Farmar,jordan-farmar-1
Career,UCLA,,66,66,2122,,0.526,0.478,0.409,0.369,,,,5.7,33.9,,0.4,22.9,26.3,3.3,3.2,6.5,0.122,,,,Jordan Farmar,jordan-farmar-1
2009-10,Texas,Big 12,34,0,676,19.4,0.516,0.507,0.53,0.213,316,5.3,13.8,9.7,13.5,2.2,1.6,12.5,25.3,1.5,1.2,2.7,0.162,,,,Jordan Hamilton,jordan-hamilton-2
